simulation,height1,width1,height2,width2,shape,area,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_up,prob_down,prob_left,prob_right,wind_direction,full_thresh_wind,propyears_avgFPcover_abovethreshold,propyears_prop_daysFP_abovehalf,avg_avg_FPcover,avg_max_FPcover,avg_firstdayFP,propyears_avgSAVcover_abovethreshold,propyears_prop_daysSAV_abovehalf,avg_avg_SAVcover,avg_max_SAVcover,avg_firstdaySAV,avg_SAVcover_yr01,avg_SAVcover_yr02,avg_SAVcover_yr03,avg_FPcover_yr01,avg_FPcover_yr02,avg_FPcover_yr03
1,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.77E-09,1.62E-08,NA,0.75,1,99.91801837,100,1,59.57879317,99.79723864,99.91795432,4.024769897,0.009856061,5.23E-06
2,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,5.81E-09,3.39E-08,NA,0.75,0.75,99.91801758,100,1,44.94404411,97.12294201,99.91700551,6.497097034,0.019990689,1.10E-05
3,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,5.20E-09,3.03E-08,NA,0.75,0.75,99.91801834,100,1,54.71691299,99.75773539,99.91792894,7.513423203,0.01849136,9.80E-06
4,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,5.37E-09,3.14E-08,NA,0.75,0.75,99.91801698,100,1,41.84732176,95.76976223,99.91629382,4.926547412,0.018457341,1.01E-05
5,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,5.31E-09,3.10E-08,NA,0.75,0.75,99.91801753,100,1,43.81006309,97.47614488,99.91695417,5.769123485,0.018345471,1.00E-05
16,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,2,2,100,1,1,100,8,4,0,0,0,800,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.15E-09,1.26E-08,NA,0.75,0.75,99.91801837,100,1,61.29212096,99.82358156,99.91796213,4.703198916,0.00766446,4.06E-06
17,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,2,2,100,1,1,100,8,4,0,0,0,800,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.99E-09,1.16E-08,NA,0.75,1,99.91801837,100,1,62.61979457,99.78315525,99.91795371,4.194809717,0.007066445,3.75E-06
18,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,2,2,100,1,1,100,8,4,0,0,0,800,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.95E-09,1.14E-08,NA,0.75,1,99.91801831,100,1,60.80462998,99.53411037,99.91788359,4.154008343,0.006923127,3.67E-06
19,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,2,2,100,1,1,100,8,4,0,0,0,800,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.77E-09,1.03E-08,NA,0.75,1,99.91801838,100,1,64.32909421,99.840241,99.91797213,3.761726602,0.00628611,3.33E-06
20,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,2,2,100,1,1,100,8,4,0,0,0,800,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.29E-09,1.34E-08,NA,0.75,0.75,99.91801837,100,1,60.44357476,99.81172049,99.91795655,4.57883746,0.008142696,4.32E-06
31,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,2,2,100,4,8,0,0,0,400,800,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,8.88E-08,5.19E-07,NA,0.75,0.75,99.91801293,100,1,25.98999595,90.87858485,99.91102667,27.12388125,0.292421032,0.000167581
32,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,2,2,100,4,8,0,0,0,400,800,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.28E-08,7.49E-08,NA,0.75,0.75,99.91801764,100,1,43.95521156,97.60847781,99.9170904,12.95265926,0.04429698,2.42E-05
33,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,2,2,100,4,8,0,0,0,400,800,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,6.68E-09,3.90E-08,NA,0.75,0.75,99.91801807,100,1,46.81680333,98.78069831,99.91760205,9.263898591,0.023686188,1.26E-05
34,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,2,2,100,4,8,0,0,0,400,800,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.14E-08,6.66E-08,NA,0.75,0.75,99.91801805,100,1,43.8538479,98.72532091,99.917585,12.45480563,0.039836528,2.15E-05
35,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,1,1,100,2,2,100,4,8,0,0,0,400,800,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.42E-08,8.30E-08,NA,0.75,0.75,99.91801726,100,1,43.84437064,97.33217354,99.91664044,11.82658834,0.049161167,2.68E-05
46,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,10,10,100,20,40,0,0,0,2000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,9.22E-09,5.38E-08,NA,0.75,0.75,99.91801836,100,1,62.25077665,99.82877586,99.91794767,22.44016719,0.03280442,1.74E-05
47,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,10,10,100,20,40,0,0,0,2000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,7.97E-09,4.65E-08,NA,0.75,0.75,99.91801832,100,1,59.52094155,99.65434446,99.91789875,21.73193867,0.028356369,1.50E-05
48,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,10,10,100,20,40,0,0,0,2000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.18E-08,6.90E-08,NA,0.75,0.75,99.91801833,100,1,58.94651785,99.78389487,99.91792336,25.35605289,0.042031693,2.23E-05
49,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,10,10,100,20,40,0,0,0,2000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.05E-08,6.13E-08,NA,0.75,0.75,99.91801835,100,1,60.69965186,99.81781243,99.91793919,25.61535349,0.037353557,1.98E-05
50,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,10,10,100,20,40,0,0,0,2000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,7.34E-09,4.28E-08,NA,0.75,1,99.91801833,100,1,63.73822538,99.66549193,99.91790865,19.60924271,0.02610807,1.38E-05
61,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,5,5,100,40,20,0,0,0,4000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.69E-09,9.85E-09,NA,1,1,99.91801841,100,1,81.06438721,99.90397299,99.9180042,6.168341942,0.006003516,3.18E-06
62,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,5,5,100,40,20,0,0,0,4000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.46E-09,8.54E-09,NA,1,1,99.91801841,100,1,83.99607557,99.90713427,99.91800711,5.153657124,0.005206251,2.76E-06
63,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,5,5,100,40,20,0,0,0,4000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.71E-09,1.00E-08,NA,1,1,99.91801841,100,1,82.62865549,99.90465049,99.9180048,6.310358761,0.006104228,3.24E-06
64,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,5,5,100,40,20,0,0,0,4000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.80E-09,1.05E-08,NA,1,1,99.91801841,100,1,82.20318168,99.90456136,99.91800454,6.691362862,0.006402177,3.39E-06
65,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,5,5,100,40,20,0,0,0,4000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.42E-09,8.28E-09,NA,1,1,99.91801841,100,1,80.65783781,99.90303828,99.91800395,5.407269007,0.00505094,2.68E-06
76,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,5,5,100,20,20,0,0,0,2000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.78E-09,2.21E-08,NA,1,1,99.91801839,100,1,71.7562068,99.88264438,99.91798644,11.52134204,0.013471369,7.14E-06
77,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,5,5,100,20,20,0,0,0,2000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.08E-09,2.38E-08,NA,0.75,1,99.91801838,100,1,68.59675331,99.85029666,99.91797154,12.33542181,0.014523661,7.70E-06
78,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,5,5,100,20,20,0,0,0,2000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.37E-09,1.97E-08,NA,1,1,99.9180184,100,1,73.28068977,99.88741429,99.91799027,9.640797065,0.011983314,6.35E-06
79,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,5,5,100,20,20,0,0,0,2000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.55E-09,1.49E-08,NA,1,1,99.9180184,100,1,74.82481071,99.87934828,99.91799003,8.148126565,0.009061132,4.80E-06
80,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,5,5,100,5,5,100,20,20,0,0,0,2000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.66E-09,2.14E-08,NA,1,1,99.91801839,100,1,70.11880405,99.8756694,99.917983,10.9637237,0.013037645,6.91E-06
91,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.50E-09,2.04E-08,NA,1,1,99.9180184,100,1,75.47467342,99.88922596,99.9179911,11.86207069,0.012468001,6.61E-06
92,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.23E-09,2.47E-08,NA,1,1,99.9180184,100,1,76.00579628,99.88980452,99.91798949,14.3138895,0.015052182,7.98E-06
93,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,5.79E-09,3.38E-08,NA,1,1,99.91801839,100,1,73.09470822,99.87852347,99.91797983,18.52403014,0.020593354,1.09E-05
94,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.33E-09,2.53E-08,NA,1,1,99.9180184,100,1,76.99172925,99.89064193,99.91799035,14.17424083,0.015409997,8.17E-06
95,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.36E-09,1.96E-08,NA,1,1,99.9180184,100,1,78.226391,99.89562524,99.91799538,11.26298801,0.011947759,6.33E-06
106,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,5.18E-09,3.02E-08,NA,1,1,99.91801839,100,1,76.85033929,99.88568584,99.91798563,17.06958045,0.018422811,9.77E-06
107,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.20E-09,2.45E-08,NA,1,1,99.9180184,100,1,78.9899042,99.89185229,99.91799158,14.26641212,0.014947747,7.92E-06
108,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.52E-09,2.64E-08,NA,1,1,99.91801839,100,1,77.8420268,99.88837808,99.91798907,15.30018888,0.016084776,8.53E-06
109,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.53E-09,2.64E-08,NA,1,1,99.91801839,100,1,77.36396125,99.88766822,99.91798862,15.64352006,0.016114638,8.54E-06
110,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.32E-09,2.52E-08,NA,1,1,99.9180184,100,1,77.91942168,99.88971979,99.9179897,15.28516253,0.015370155,8.15E-06
121,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,20,20,100,15,15,100,80,60,0,0,0,8000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.37E-09,1.38E-08,NA,1,1,99.91801841,100,1,84.2049376,99.90371977,99.91800264,9.771114664,0.008440272,4.47E-06
122,20,20,10,10,rectangle,400,1,1,125,4,4,1,4,20,20,100,15,15,100,80,60,0,0,0,8000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.72E-09,1.59E-08,NA,1,1,99.91801841,100,1,83.25011216,99.90205239,99.91800081,11.32708529,0.009681258,5.13E-06
