simulation,height1,width1,height2,width2,shape,area,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_up,prob_down,prob_left,prob_right,wind_direction,full_thresh_wind,propyears_avgFPcover_abovethreshold,propyears_prop_daysFP_abovehalf,avg_avg_FPcover,avg_max_FPcover,avg_firstdayFP,propyears_avgSAVcover_abovethreshold,propyears_prop_daysSAV_abovehalf,avg_avg_SAVcover,avg_max_SAVcover,avg_firstdaySAV,avg_SAVcover_yr01,avg_SAVcover_yr02,avg_SAVcover_yr03,avg_FPcover_yr01,avg_FPcover_yr02,avg_FPcover_yr03
90,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,5,5,100,5,5,100,20,20,0,0,0,2000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.23E-08,1.87E-07,NA,0.75,0.75,99.91801833,100,1,64.55359729,99.80386555,99.9179338,19.36946981,0.048557136,3.96E-05
101,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.34E-08,2.51E-07,NA,0.75,0.75,99.91801833,100,1,66.86304141,99.82465698,99.91793083,28.29087761,0.065279538,5.33E-05
102,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.78E-08,2.19E-07,NA,0.75,1,99.91801834,100,1,69.32581529,99.84714449,99.91794536,26.45560066,0.056831732,4.64E-05
103,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.76E-08,1.60E-07,NA,1,1,99.91801836,100,1,71.52499588,99.86341564,99.91796211,20.98327075,0.041545958,3.39E-05
104,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.71E-08,1.57E-07,NA,1,1,99.91801836,100,1,71.87396737,99.86324822,99.91796237,21.27274307,0.040747982,3.32E-05
105,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,10,10,100,10,10,100,40,40,0,0,0,4000,4000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.55E-08,1.47E-07,NA,1,1,99.91801836,100,1,72.1127622,99.86057667,99.91796285,19.83885624,0.038346298,3.13E-05
116,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.85253958,100,1,0,0,3.16E-06,9.09E-06,NA,19.92122899,0.382260392,0.001134505,91.9870147,98.97864301,99.84210566
117,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.85E-08,2.80E-07,NA,0.75,1,99.91801832,100,1,69.01069241,99.83445474,99.91792991,33.39272406,0.072924058,5.95E-05
118,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,5.20E-08,3.01E-07,NA,0.75,1,99.91801832,100,1,68.58088501,99.82757375,99.9179241,33.06986497,0.078188154,6.38E-05
119,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,7.26E-08,4.19E-07,NA,0.75,0.75,99.91801827,100,1,62.77331093,99.76964089,99.91788298,39.86549372,0.108651275,8.90E-05
120,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,15,15,100,20,20,100,60,80,0,0,0,6000,8000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,9.70E-08,5.60E-07,NA,0.75,0.75,99.91801824,100,1,61.81397331,99.74669563,99.91785579,41.89965757,0.143739204,0.000118864
131,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,20,20,100,15,15,100,80,60,0,0,0,8000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.98E-08,1.72E-07,NA,1,1,99.91801836,100,1,75.96169187,99.86978199,99.91796385,24.72254392,0.044814608,3.66E-05
132,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,20,20,100,15,15,100,80,60,0,0,0,8000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.57E-08,1.48E-07,NA,1,1,99.91801837,100,1,77.45803309,99.87771869,99.91797154,22.42614552,0.038616745,3.15E-05
133,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,20,20,100,15,15,100,80,60,0,0,0,8000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.60E-08,1.51E-07,NA,1,1,99.91801837,100,1,78.63553937,99.87779751,99.91797177,22.6332565,0.039150163,3.19E-05
134,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,20,20,100,15,15,100,80,60,0,0,0,8000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.58E-08,9.15E-08,NA,1,1,99.91801839,100,1,81.18876811,99.89169597,99.91798795,14.85106347,0.023788037,1.94E-05
135,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,20,20,100,15,15,100,80,60,0,0,0,8000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.57E-08,9.09E-08,NA,1,1,99.91801839,100,1,81.82815202,99.89522528,99.91798934,15.60853494,0.023653827,1.93E-05
146,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,25,25,100,120,100,0,0,0,12000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.76E-08,1.60E-07,NA,1,1,99.91801837,100,1,78.54735987,99.87505254,99.91796865,25.17420009,0.041519355,3.39E-05
147,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,25,25,100,120,100,0,0,0,12000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.77E-08,2.75E-07,NA,1,1,99.91801833,100,1,72.36306948,99.84225131,99.91793461,35.55183597,0.071639837,5.84E-05
148,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,25,25,100,120,100,0,0,0,12000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.90E-08,1.10E-07,NA,1,1,99.91801838,100,1,82.80633159,99.89124929,99.91798446,18.69796181,0.028519287,2.33E-05
149,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,25,25,100,120,100,0,0,0,12000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.16E-08,1.25E-07,NA,1,1,99.91801838,100,1,81.65055223,99.8820096,99.91797859,19.58420926,0.032536235,2.65E-05
150,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,25,25,100,120,100,0,0,0,12000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,1.99E-08,1.15E-07,NA,1,1,99.91801838,100,1,81.469249,99.88364385,99.91798074,18.88783657,0.02987015,2.44E-05
161,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,25,25,100,30,30,100,100,120,0,0,0,10000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.83641593,100,1,0,0,1.62E-05,4.61E-05,NA,30.95610998,1.819609554,0.005702428,93.51077397,98.1185984,99.82956955
162,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,25,25,100,30,30,100,100,120,0,0,0,10000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.85253672,100,1,0,0,3.62E-06,1.04E-05,NA,23.0005758,0.440668314,0.001308862,94.07371705,98.92066629,99.84123948
163,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,25,25,100,30,30,100,100,120,0,0,0,10000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.85224733,100,1,0,0,1.85E-05,5.32E-05,NA,32.59499872,2.171779871,0.00670377,92.64320906,97.94672794,99.82553035
164,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,25,25,100,30,30,100,100,120,0,0,0,10000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,6.01E-08,3.47E-07,NA,1,1,99.9180183,100,1,70.06996447,99.81559776,99.91791239,38.5279212,0.090319692,7.37E-05
165,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,25,25,100,30,30,100,100,120,0,0,0,10000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.85045022,100,1,0,0,4.86E-06,1.40E-05,NA,24.32675678,0.592650908,0.001764669,93.8659387,98.71444511,99.83972557
176,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.18E-08,2.42E-07,NA,1,1,99.91801834,100,1,74.45103017,99.85287964,99.91794513,32.86259607,0.06283423,5.13E-05
177,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.69E-08,1.56E-07,NA,1,1,99.91801837,100,1,79.47226025,99.87146853,99.91796873,23.15344502,0.04047112,3.30E-05
178,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.70E-08,2.72E-07,NA,1,1,99.91801833,100,1,76.66595224,99.85148381,99.91794035,35.1161493,0.070690787,5.77E-05
179,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.47E-08,1.43E-07,NA,1,1,99.91801837,100,1,78.95354163,99.87598598,99.91797202,22.65841684,0.037167278,3.03E-05
180,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,30,30,100,30,30,100,120,120,0,0,0,12000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.66E-08,2.11E-07,NA,1,1,99.91801835,100,1,78.57490973,99.86797755,99.91795729,30.12210997,0.054975804,4.48E-05
191,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.85221135,100,1,0,0,1.56E-05,4.49E-05,NA,36.90067585,1.764777274,0.005625722,94.7311013,98.11057607,99.81746196
192,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,6.22E-08,3.60E-07,NA,1,1,99.9180183,100,1,73.53087663,99.81884861,99.91791248,40.78267139,0.093533968,7.63E-05
193,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.40E-08,1.39E-07,NA,1,1,99.91801837,100,1,81.72681813,99.88153859,99.91797513,22.42382422,0.036083229,2.94E-05
194,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.03E-08,1.75E-07,NA,1,1,99.91801836,100,1,80.44759787,99.87396982,99.91796571,27.96727728,0.045542284,3.72E-05
195,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,40,40,100,40,40,100,160,160,0,0,0,16000,16000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.64E-08,2.11E-07,NA,1,1,99.91801835,100,1,78.9981515,99.86186826,99.9179551,30.65645757,0.054774021,4.47E-05
206,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.44E-08,1.99E-07,NA,1,1,99.91801836,100,1,82.20466414,99.86877481,99.91796006,29.56003749,0.051735499,4.22E-05
207,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,2.95E-08,1.71E-07,NA,1,1,99.91801836,100,1,82.66856849,99.87822117,99.91796814,27.86023312,0.04434945,3.62E-05
208,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.84699638,100,1,0,0,1.00E-05,2.88E-05,NA,37.32651474,1.187403719,0.003621643,95.87715731,98.36300759,99.83293537
209,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.13E-08,1.81E-07,NA,1,1,99.91801836,100,1,82.36339849,99.87098631,99.91796384,27.99281173,0.047071775,3.84E-05
210,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,50,50,100,50,50,100,200,200,0,0,0,20000,20000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.18E-08,2.42E-07,NA,1,1,99.91801834,100,1,79.89739472,99.85887672,99.9179485,34.54705485,0.062885228,5.13E-05
221,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.85225893,100,1,0,0,2.52E-05,7.24E-05,NA,48.22886157,2.916003127,0.009105432,95.83872898,97.99003751,99.82177354
222,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,1,1,99.8523683,100,1,0,0,9.56E-06,2.75E-05,NA,40.57607693,1.114141581,0.003424815,96.2973154,98.486459,99.83138517
223,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.53E-08,2.04E-07,NA,1,1,99.91801836,100,1,83.79676476,99.87169666,99.9179601,31.85926098,0.053083708,4.33E-05
224,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,4.30E-08,2.49E-07,NA,1,1,99.91801834,100,1,83.11984713,99.86079722,99.9179485,35.42484527,0.06469064,5.28E-05
225,20,20,10,10,rectangle,400,1,1,125,4,6,1.5,4,60,60,100,60,60,100,240,240,0,0,0,24000,24000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,4,0.01,0.044,0.25,0.25,0.25,0.25,all,600,0,0,3.66E-08,2.12E-07,NA,1,1,99.91801835,100,1,83.55283104,99.86733907,99.9179572,31.98921313,0.055068116,4.49E-05
